ID,Age,Economic Status,Profession,Average Pokemon Level,Criminal Record,Win Ratio,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Charity Participation,Team Rocket,Debt
3206,48,High,Gym Leader Assistant,54,0,48,0,Defensive,14,1,0,1,0
3207,50,Middle,Elite Trainer,56,0,50,0,Defensive,19,0,1,0,0
3208,39,Middle,Gym Leader Assistant,63,0,51,0,Unpredictable,1,0,1,0,0
3209,15,Middle,Police Officer,91,0,89,0,Defensive,6,0,1,1,0
3210,34,High,Nurse,15,0,73,0,Unpredictable,24,0,1,1,1
3211,15,Low,Black Market Dealer,98,0,31,0,Aggressive,22,0,0,1,0
3212,70,Low,Underground Battler,86,1,70,0,Defensive,28,0,0,1,1
3213,69,Low,Biker,6,0,64,0,Defensive,19,0,1,0,0
3214,10,Middle,Rocket Grunt,72,0,70,0,Aggressive,7,0,1,0,0
3215,41,Middle,Champion,80,0,78,0,Unpredictable,9,0,1,0,0
3216,60,Middle,Nurse,53,1,84,0,Unpredictable,25,1,0,1,1
3217,19,High,Gym Leader Assistant,6,1,78,0,Unpredictable,9,0,0,1,1
3218,20,Middle,Black Market Dealer,47,0,26,0,Unpredictable,8,0,1,0,0
3219,17,Low,Casino Worker,68,0,70,0,Unpredictable,13,0,1,0,0
3220,34,Middle,Elite Trainer,38,0,49,0,Unpredictable,2,0,1,0,0
3221,41,Low,Nurse,79,1,31,0,Defensive,28,0,0,1,1
3222,18,Middle,Champion,76,0,40,0,Aggressive,5,0,1,0,0
3223,54,Low,Champion,91,0,45,0,Unpredictable,19,0,1,0,0
3224,41,Middle,Casino Worker,35,1,36,0,Aggressive,9,1,1,1,1
3225,14,Middle,Underground Battler,39,1,45,0,Unpredictable,23,0,1,1,1
3226,30,High,Casino Worker,16,0,62,0,Defensive,4,0,1,0,0
3227,29,Middle,Underground Battler,32,0,43,0,Defensive,23,0,1,0,0
3228,60,Low,Fisherman,98,0,45,0,Defensive,8,0,1,0,0
3229,26,Low,Gym Leader Assistant,7,0,55,0,Aggressive,2,0,1,0,0
3230,53,High,PokéMart Seller,20,0,74,0,Defensive,4,0,1,0,0
3231,55,Middle,Biker,72,0,32,0,Defensive,21,0,1,0,0
3232,26,Low,Nurse,92,0,79,0,Aggressive,15,0,1,0,0
3233,45,High,Black Market Dealer,82,0,58,0,Aggressive,19,0,1,0,0
3234,33,High,Underground Battler,69,0,78,0,Unpredictable,20,1,0,1,1
3235,56,Middle,Researcher,65,0,73,0,Unpredictable,20,0,1,0,0
3236,66,Middle,Breeder,66,1,42,0,Aggressive,5,1,0,1,1
3237,64,Low,Researcher,70,0,44,0,Unpredictable,11,0,1,0,0
3238,54,Low,Black Market Dealer,24,0,49,0,Aggressive,23,0,1,0,0
3239,16,Low,Fisherman,8,0,57,0,Unpredictable,8,0,1,0,0
3240,18,Middle,Scientist,98,0,47,0,Aggressive,13,0,1,0,0
3241,18,Middle,PokéMart Seller,35,0,23,0,Aggressive,9,0,1,0,0
3242,37,Middle,Biker,47,0,59,0,Defensive,3,0,1,0,0
3243,30,Middle,Biker,15,0,79,0,Unpredictable,12,0,1,0,0
3244,26,Middle,Scientist,27,0,20,0,Defensive,16,0,1,0,0
3245,51,Middle,Police Officer,21,0,84,0,Unpredictable,15,1,0,1,0
3246,10,Middle,Breeder,49,0,39,0,Aggressive,2,0,1,0,0
3247,27,Low,Elite Trainer,57,1,44,0,Aggressive,7,1,1,1,0
3248,22,Low,Black Market Dealer,66,0,82,0,Defensive,24,0,1,0,0
3249,45,Middle,PokéMart Seller,14,0,88,1,Unpredictable,3,0,0,1,1
3250,38,Middle,PokéMart Seller,14,0,71,0,Unpredictable,5,0,1,0,0
3251,59,Middle,Biker,99,0,79,0,Defensive,8,0,1,0,0
3252,62,Low,Nurse,29,0,64,0,Aggressive,19,0,1,0,0
3253,53,Low,Nurse,7,0,68,0,Unpredictable,3,0,1,0,0
3254,37,Low,Casino Worker,26,1,47,0,Defensive,26,0,0,1,1
3255,40,Middle,Gym Leader Assistant,11,0,25,0,Defensive,25,0,1,0,0
3256,48,Middle,Elite Trainer,90,0,36,0,Aggressive,16,0,1,0,0
3257,43,Middle,Breeder,35,0,57,0,Unpredictable,11,0,1,0,0
3258,56,Middle,Black Market Dealer,73,1,64,0,Aggressive,14,0,0,1,0
3259,54,Middle,Elite Trainer,30,0,81,0,Aggressive,6,0,1,0,0
3260,17,Low,Champion,19,1,82,1,Defensive,17,0,0,1,1
3261,30,Middle,Breeder,48,0,65,0,Defensive,15,0,1,0,0
3262,65,Middle,Police Officer,64,0,44,0,Aggressive,22,0,1,0,0
3263,69,Middle,Nurse,37,0,77,0,Aggressive,20,0,1,0,0
3264,29,Middle,Casino Worker,99,0,42,0,Defensive,16,0,1,0,0
3265,11,Middle,Nurse,78,0,47,0,Aggressive,23,1,1,1,1
3266,16,Low,Daycare Worker,29,0,37,0,Unpredictable,21,0,1,0,0
3267,63,Middle,Rocket Grunt,55,0,48,0,Defensive,16,0,1,0,0
3268,12,Low,Rocket Grunt,75,0,79,0,Unpredictable,19,0,1,0,0
3269,51,Middle,Rocket Grunt,83,1,84,0,Unpredictable,28,1,1,1,0
3270,46,Low,Police Officer,80,0,79,0,Aggressive,20,0,1,0,0
3271,23,Middle,Elite Trainer,43,0,26,0,Unpredictable,25,0,1,0,0
3272,56,High,Rocket Grunt,81,0,23,0,Aggressive,16,0,1,0,0
3273,22,Low,Nurse,64,0,70,0,Aggressive,11,1,0,1,1
3274,20,Low,Nurse,72,0,30,0,Unpredictable,2,0,1,0,0
3275,32,Low,Black Market Dealer,82,0,48,0,Unpredictable,13,0,1,0,0
3276,24,Middle,Champion,9,0,21,0,Aggressive,21,0,1,0,0
3277,44,Middle,Researcher,89,1,40,0,Aggressive,12,1,1,1,1
3278,18,Middle,Fisherman,98,1,70,0,Unpredictable,30,0,0,1,0
3279,63,Middle,Biker,49,0,41,0,Defensive,21,0,1,0,0
3280,38,Middle,Black Market Dealer,100,0,35,0,Defensive,16,0,1,0,0
3281,50,Middle,Fisherman,81,1,70,0,Aggressive,6,0,1,1,1
3282,33,Middle,Daycare Worker,98,0,53,0,Unpredictable,17,0,1,0,0
3283,30,Middle,Daycare Worker,87,0,74,0,Unpredictable,8,0,1,0,0
3284,44,Low,Breeder,36,0,40,0,Defensive,19,0,1,0,0
3285,25,Middle,Nurse,26,0,36,0,Defensive,12,0,1,0,0
3286,41,Middle,Underground Battler,46,0,24,0,Unpredictable,11,0,1,0,0
3287,14,Low,Police Officer,51,0,55,0,Unpredictable,7,0,1,0,0
3288,42,High,Underground Battler,8,0,30,0,Defensive,10,0,1,0,0
3289,13,Low,Elite Trainer,57,0,24,0,Aggressive,22,0,1,0,0
3290,16,Middle,Nurse,35,0,31,0,Defensive,9,0,1,0,0
3291,60,Middle,PokéMart Seller,73,0,32,0,Unpredictable,22,0,1,0,0
3292,61,Middle,Daycare Worker,5,0,41,0,Unpredictable,21,0,1,0,0
3293,34,Low,Gym Leader Assistant,40,0,43,0,Unpredictable,10,0,1,0,0
3294,62,Low,Biker,8,1,72,0,Unpredictable,19,0,0,1,1
3295,61,Low,Scientist,40,0,21,0,Defensive,16,0,1,0,0
3296,57,Middle,Gym Leader Assistant,7,1,71,0,Defensive,5,0,1,1,1
3297,53,Middle,Underground Battler,79,0,50,0,Aggressive,15,0,0,1,1
3298,27,High,PokéMart Seller,49,0,50,0,Defensive,24,0,1,0,0
3299,59,High,Scientist,55,0,41,0,Defensive,5,0,1,0,0
3300,44,Low,Police Officer,65,0,60,0,Defensive,13,0,1,0,0
3301,15,Middle,Casino Worker,81,0,56,0,Unpredictable,6,0,1,0,0
3302,36,Low,Rocket Grunt,82,0,31,0,Defensive,3,0,1,0,0
3303,41,Low,Casino Worker,56,0,40,0,Aggressive,9,0,1,0,0
3304,63,Middle,PokéMart Seller,52,0,62,0,Unpredictable,24,0,1,0,0
3305,27,Middle,Fisherman,69,0,24,0,Unpredictable,9,0,1,0,0
3306,19,Middle,Rocket Grunt,50,0,41,0,Defensive,1,0,1,0,0
3307,20,Middle,Rocket Grunt,62,0,46,0,Unpredictable,9,0,1,0,0
3308,53,Middle,PokéMart Seller,58,0,33,0,Aggressive,23,0,1,0,0
3309,10,Low,Rocket Grunt,77,0,73,0,Defensive,2,0,1,0,0
3310,52,Middle,Champion,79,0,25,0,Aggressive,11,0,1,0,0
3311,31,Low,Scientist,88,0,41,0,Aggressive,4,0,1,0,0
3312,47,Middle,Rocket Grunt,79,0,61,0,Unpredictable,15,0,1,0,0
3313,56,Middle,Breeder,51,0,60,0,Unpredictable,1,0,1,0,0
3314,63,Middle,Daycare Worker,55,0,33,0,Defensive,12,0,1,0,0
3315,64,Low,Daycare Worker,69,0,20,0,Aggressive,22,0,1,0,0
3316,10,Middle,Elite Trainer,100,0,73,0,Unpredictable,13,0,1,0,0
3317,15,High,Police Officer,89,0,42,0,Defensive,25,0,1,0,0
3318,40,Middle,Elite Trainer,94,0,57,0,Defensive,24,0,1,0,0
3319,17,Middle,Black Market Dealer,90,0,44,0,Aggressive,10,0,1,1,1
3320,15,Low,Scientist,80,0,25,0,Aggressive,18,0,1,0,0
3321,15,High,Police Officer,18,0,56,0,Unpredictable,5,0,1,0,0
3322,29,High,Fisherman,64,0,76,0,Unpredictable,17,0,1,0,0
3323,12,Middle,Scientist,66,0,43,0,Aggressive,2,0,1,0,0
3324,58,Middle,PokéMart Seller,30,0,32,0,Defensive,5,0,1,0,0
3325,52,Low,Scientist,14,1,90,0,Defensive,19,0,1,1,1
3326,44,Middle,Casino Worker,18,0,21,0,Unpredictable,23,0,1,0,0
3327,24,Low,Elite Trainer,49,0,70,0,Unpredictable,4,0,1,0,0
3328,66,Low,PokéMart Seller,30,0,40,1,Aggressive,21,0,0,1,1
3329,12,Low,Scientist,39,0,78,0,Unpredictable,8,0,1,0,0
3330,55,High,PokéMart Seller,81,0,54,0,Defensive,18,0,1,0,0
3331,26,Middle,Champion,21,0,32,0,Aggressive,25,0,1,0,0
3332,53,High,PokéMart Seller,88,0,57,0,Defensive,14,0,1,0,0
3333,53,Middle,Black Market Dealer,34,0,32,0,Aggressive,8,0,1,0,0
3334,46,Low,Scientist,13,0,36,0,Unpredictable,19,0,1,0,0
3335,18,Middle,Fisherman,69,0,31,0,Aggressive,4,0,1,0,0
3336,42,Low,Elite Trainer,89,0,79,0,Unpredictable,6,0,1,0,0
3337,48,Low,PokéMart Seller,83,0,51,0,Defensive,11,0,1,0,0
3338,44,High,Daycare Worker,66,0,69,0,Unpredictable,4,0,1,0,0
3339,42,Low,Champion,84,0,84,0,Defensive,20,0,1,0,0
3340,23,Low,Underground Battler,50,0,41,0,Unpredictable,10,0,1,0,0
3341,57,Low,PokéMart Seller,87,1,41,0,Aggressive,14,0,0,1,1
3342,56,Low,Breeder,32,0,64,0,Unpredictable,18,0,1,0,0
3343,66,Middle,Researcher,67,0,42,0,Unpredictable,19,0,1,0,0
3344,23,Middle,Researcher,33,0,72,0,Defensive,4,0,1,0,0
3345,13,Middle,Police Officer,70,0,81,0,Defensive,11,0,1,0,0
3346,58,Middle,Biker,85,1,83,0,Aggressive,29,1,0,1,1
3347,46,Middle,Fisherman,18,0,54,0,Unpredictable,20,0,1,0,0
3348,57,Middle,Scientist,69,0,46,0,Aggressive,11,0,1,0,0
3349,54,Middle,PokéMart Seller,57,0,84,0,Unpredictable,2,0,1,0,0
3350,64,Middle,Breeder,34,0,60,0,Defensive,5,0,1,0,0
3351,37,Low,Researcher,71,0,68,0,Unpredictable,10,0,1,0,0
3352,17,Low,Fisherman,97,0,74,0,Unpredictable,6,0,1,0,0
3353,69,Middle,Casino Worker,34,0,22,0,Defensive,3,0,1,0,0
3354,32,Middle,Breeder,60,0,82,0,Aggressive,23,0,1,0,0
3355,58,Low,Champion,67,0,31,0,Defensive,15,0,1,0,0
3356,33,Middle,Fisherman,54,0,75,0,Unpredictable,14,0,1,0,0
3357,25,Low,Scientist,35,0,32,0,Defensive,7,0,1,0,0
3358,63,High,Nurse,16,0,26,0,Defensive,7,0,1,0,0
3359,31,Low,Casino Worker,95,0,42,0,Defensive,3,0,1,0,0
3360,57,Middle,Gym Leader Assistant,44,0,26,0,Defensive,14,0,1,0,0
3361,33,High,Rocket Grunt,67,0,71,0,Defensive,3,0,1,0,0
3362,33,Middle,Elite Trainer,63,0,53,0,Aggressive,24,0,1,0,0
3363,67,Middle,Casino Worker,92,0,26,0,Aggressive,11,0,1,0,0
3364,11,Middle,Gym Leader Assistant,52,0,30,0,Aggressive,19,0,1,0,0
3365,35,Middle,Black Market Dealer,29,0,71,0,Aggressive,0,0,1,0,0
3366,17,Middle,PokéMart Seller,61,0,57,0,Aggressive,18,0,1,0,0
3367,32,Middle,Daycare Worker,25,0,70,0,Defensive,9,0,1,0,0
3368,38,Low,Fisherman,9,0,26,0,Aggressive,25,0,1,0,0
3369,57,Middle,Gym Leader Assistant,8,0,35,0,Aggressive,7,0,1,0,0
3370,56,Middle,Elite Trainer,34,0,77,0,Defensive,17,1,0,1,0
3371,44,Middle,Champion,63,0,25,0,Defensive,21,0,1,0,0
3372,24,High,Casino Worker,56,0,31,0,Defensive,22,0,1,0,0
3373,11,Middle,Rocket Grunt,14,0,49,0,Unpredictable,14,0,1,0,0
3374,42,Middle,Breeder,76,0,29,0,Defensive,10,0,1,0,0
3375,62,Middle,Rocket Grunt,10,1,68,1,Unpredictable,22,1,0,1,1
3376,33,Middle,Researcher,76,0,82,0,Unpredictable,2,0,1,0,0
3377,52,Low,Scientist,55,0,28,0,Aggressive,22,0,1,0,0
3378,47,Low,Scientist,23,0,72,0,Unpredictable,29,0,0,1,1
3379,20,Low,Police Officer,64,0,57,0,Defensive,16,0,1,0,0
3380,44,Low,PokéMart Seller,39,0,61,0,Unpredictable,8,0,1,0,0
3381,35,Middle,Daycare Worker,71,0,78,0,Unpredictable,16,0,1,0,0
3382,67,Middle,Daycare Worker,83,0,36,0,Aggressive,3,0,1,0,0
3383,67,Low,Breeder,68,0,29,0,Aggressive,5,0,1,0,0
3384,59,Middle,Gym Leader Assistant,17,0,35,0,Unpredictable,25,0,1,0,0
3385,38,Middle,Police Officer,44,0,55,0,Unpredictable,22,0,1,0,0
3386,62,Low,Champion,68,0,65,0,Defensive,0,0,1,0,0
3387,61,Middle,Rocket Grunt,80,0,44,0,Aggressive,5,0,0,1,1
3388,38,Low,Breeder,56,0,62,0,Defensive,0,0,1,0,0
3389,36,High,Fisherman,51,0,31,0,Aggressive,11,0,1,0,0
3390,62,Middle,Breeder,88,0,49,0,Aggressive,0,0,1,0,0
3391,11,Middle,Daycare Worker,97,0,47,0,Defensive,25,0,1,0,0
3392,51,Middle,Nurse,19,0,76,0,Defensive,18,0,0,1,1
3393,27,Middle,PokéMart Seller,54,0,43,0,Unpredictable,18,0,1,0,0
3394,41,Middle,Elite Trainer,97,0,71,0,Unpredictable,6,0,1,0,0
3395,53,Low,Rocket Grunt,30,0,23,0,Defensive,2,0,1,0,0
3396,13,Middle,Rocket Grunt,58,0,22,0,Unpredictable,18,0,1,0,0
3397,31,Middle,Police Officer,28,0,23,0,Aggressive,21,0,1,0,0
3398,70,Middle,Researcher,73,0,40,0,Unpredictable,10,0,1,0,0
3399,18,Middle,Casino Worker,57,0,82,0,Unpredictable,18,0,1,0,0
3400,15,Low,Gym Leader Assistant,42,0,77,0,Defensive,9,0,1,0,0
3401,30,Middle,Biker,30,0,80,0,Unpredictable,13,0,1,0,0
3402,55,High,PokéMart Seller,34,0,57,0,Aggressive,0,0,1,0,0
3403,56,Middle,Underground Battler,95,0,21,0,Aggressive,0,0,1,0,0
3404,59,High,Rocket Grunt,68,0,77,0,Unpredictable,0,0,1,0,0
3405,20,High,PokéMart Seller,25,0,21,0,Defensive,3,0,1,0,0
3406,56,Low,Rocket Grunt,31,0,83,0,Unpredictable,1,0,1,0,0
3407,39,Middle,Elite Trainer,25,0,64,0,Aggressive,7,0,1,0,0
3408,48,Middle,Black Market Dealer,27,0,45,0,Unpredictable,7,0,1,0,0
3409,45,Middle,Daycare Worker,59,0,69,0,Aggressive,25,0,1,0,0
3410,40,Low,Scientist,91,0,21,0,Unpredictable,12,0,1,0,0
3411,43,Middle,Underground Battler,82,0,55,0,Defensive,2,0,1,0,0
3412,47,High,Elite Trainer,70,0,23,0,Aggressive,20,0,1,0,0
3413,25,Low,Champion,85,0,41,0,Aggressive,3,0,1,0,0
3414,40,Middle,Champion,31,0,26,0,Unpredictable,1,0,1,0,0
3415,69,Middle,Police Officer,34,0,79,0,Unpredictable,15,0,0,1,1
3416,32,Low,Black Market Dealer,44,0,54,0,Aggressive,24,0,1,0,0
3417,22,High,Fisherman,29,0,57,0,Unpredictable,3,0,1,0,0
3418,33,Low,Police Officer,34,0,41,0,Unpredictable,13,0,1,0,0
3419,47,Low,Fisherman,92,0,50,0,Defensive,0,0,1,0,0
3420,35,Low,Daycare Worker,31,0,35,0,Unpredictable,17,0,0,1,1
3421,36,High,Champion,63,0,44,0,Aggressive,7,0,1,0,0
3422,25,Middle,Champion,26,0,37,0,Unpredictable,0,0,1,0,0
3423,19,Low,Rocket Grunt,13,0,63,0,Defensive,10,0,1,0,0
3424,17,Middle,Police Officer,26,0,77,0,Unpredictable,5,0,1,0,0
3425,38,Low,Rocket Grunt,50,0,29,0,Defensive,16,0,1,0,0
3426,67,Low,Nurse,96,0,31,0,Aggressive,7,0,1,0,0
3427,55,High,Police Officer,55,0,35,0,Unpredictable,15,0,1,0,0
3428,70,Middle,Researcher,52,0,35,0,Aggressive,13,0,1,0,0
3429,52,Middle,Nurse,76,0,55,0,Defensive,4,0,1,0,0
3430,57,Middle,Breeder,79,0,44,0,Aggressive,8,0,1,0,0
3431,12,Low,Police Officer,17,0,79,0,Aggressive,4,0,1,0,0
3432,11,Middle,Nurse,9,0,25,0,Aggressive,12,0,1,0,0
3433,64,Middle,Biker,41,0,54,0,Defensive,25,0,1,0,0
3434,34,Middle,PokéMart Seller,71,0,45,0,Unpredictable,4,0,1,0,0
3435,51,Middle,Champion,14,0,70,0,Defensive,26,1,0,1,0
3436,55,Low,Breeder,65,0,56,0,Defensive,24,0,1,0,0
3437,52,Low,Breeder,23,0,27,0,Aggressive,16,0,1,0,0
3438,26,High,Elite Trainer,33,0,78,0,Defensive,17,0,1,0,0
3439,63,Middle,Gym Leader Assistant,64,0,68,0,Unpredictable,21,0,1,0,0
3440,46,Low,Gym Leader Assistant,78,0,43,0,Unpredictable,10,0,1,0,0
3441,63,Low,Nurse,5,0,71,0,Aggressive,16,0,1,0,0
3442,29,Low,Champion,34,0,79,0,Aggressive,5,0,1,0,0
3443,35,Middle,Gym Leader Assistant,83,1,48,0,Unpredictable,9,0,1,1,1
3444,40,Middle,Daycare Worker,79,0,21,0,Defensive,17,0,1,0,0
3445,65,High,PokéMart Seller,14,0,64,0,Aggressive,6,0,1,0,0
3446,33,Middle,Scientist,28,0,76,0,Unpredictable,6,0,1,0,0
3447,11,Low,Gym Leader Assistant,57,0,20,0,Defensive,3,0,1,0,0
3448,37,Low,Rocket Grunt,83,0,47,0,Unpredictable,23,0,1,0,0
3449,23,Low,Gym Leader Assistant,11,0,77,0,Defensive,10,0,1,0,0
3450,16,Middle,PokéMart Seller,56,0,60,0,Aggressive,21,0,1,0,0
3451,16,Middle,Elite Trainer,16,0,76,0,Unpredictable,14,0,1,0,0
3452,55,Middle,Daycare Worker,51,0,72,0,Unpredictable,11,0,1,0,0
3453,31,Middle,Fisherman,45,0,43,0,Aggressive,19,0,1,0,0
3454,35,High,Police Officer,12,0,46,0,Aggressive,7,0,1,0,0
3455,37,Low,Casino Worker,82,1,40,1,Unpredictable,9,1,0,1,1
3456,11,Middle,Nurse,93,0,33,0,Aggressive,14,0,1,0,0
3457,52,Middle,Breeder,97,0,52,0,Defensive,3,0,1,0,0
3458,20,Middle,Police Officer,57,0,50,0,Unpredictable,4,0,0,1,0
3459,63,Middle,Scientist,56,0,82,0,Aggressive,8,0,1,0,0
3460,25,Middle,Nurse,19,0,44,0,Aggressive,1,0,1,0,0
3461,60,Middle,Rocket Grunt,48,0,46,0,Unpredictable,6,0,1,0,0
3462,18,Middle,Champion,82,1,33,1,Defensive,26,1,1,1,0
3463,39,Low,Nurse,27,1,34,0,Defensive,6,1,1,1,1
3464,65,Low,Biker,64,0,23,0,Unpredictable,25,0,1,0,0
3465,52,Middle,Daycare Worker,55,1,85,0,Aggressive,13,1,0,1,1
3466,42,Middle,Scientist,24,0,22,0,Unpredictable,24,0,1,0,0
3467,42,Low,Gym Leader Assistant,60,0,75,0,Aggressive,21,0,1,1,1
3468,53,Low,Fisherman,48,0,34,0,Unpredictable,19,0,1,0,0
3469,35,Low,Underground Battler,16,0,43,0,Defensive,19,1,1,1,1
3470,56,Low,Nurse,81,0,61,0,Aggressive,20,0,1,0,0
3471,17,Low,PokéMart Seller,51,0,31,0,Aggressive,14,0,1,0,0
3472,33,Low,Underground Battler,20,0,85,0,Defensive,23,0,1,0,0
3473,54,Middle,Black Market Dealer,100,0,30,0,Defensive,2,0,1,0,0
3474,66,Low,PokéMart Seller,29,0,85,0,Unpredictable,9,0,1,0,0
3475,41,Low,Underground Battler,28,0,59,0,Unpredictable,9,0,0,1,1
3476,30,High,Fisherman,86,0,37,0,Unpredictable,3,0,1,0,0
3477,51,High,Police Officer,44,0,43,0,Defensive,21,1,0,1,1
3478,24,Middle,Researcher,88,0,21,0,Defensive,18,0,1,0,0
3479,24,High,Breeder,39,0,36,0,Defensive,14,0,1,0,0
3480,26,Middle,Black Market Dealer,10,1,80,0,Unpredictable,3,1,0,1,0
3481,69,High,Rocket Grunt,77,0,85,0,Defensive,6,0,1,0,0
3482,52,Low,Elite Trainer,30,0,67,0,Defensive,8,0,1,0,0
3483,18,Low,Elite Trainer,51,0,57,0,Defensive,17,0,1,0,0
3484,65,Middle,Champion,45,0,21,0,Defensive,16,0,1,0,0
3485,68,Low,Researcher,39,0,45,0,Aggressive,0,0,1,0,0
3486,65,Low,Biker,75,0,73,0,Defensive,17,0,1,0,0
3487,43,Middle,Black Market Dealer,31,0,50,0,Unpredictable,15,0,1,0,0
3488,12,Middle,Black Market Dealer,95,0,23,0,Unpredictable,11,0,1,0,0
3489,63,Low,Rocket Grunt,79,0,77,0,Unpredictable,22,0,1,0,0
3490,48,Middle,Police Officer,60,0,75,0,Unpredictable,6,0,1,0,0
3491,56,Low,Gym Leader Assistant,30,0,28,0,Unpredictable,20,0,1,0,0
3492,61,Middle,Champion,85,0,39,0,Aggressive,10,0,1,0,0
3493,37,Low,Nurse,99,0,27,0,Aggressive,25,0,1,0,0
3494,70,Low,PokéMart Seller,39,0,40,0,Defensive,26,0,0,1,1
3495,20,Low,Black Market Dealer,7,0,21,0,Defensive,2,0,1,0,0
3496,53,High,Fisherman,46,0,34,0,Defensive,10,0,1,0,0
3497,28,Middle,Rocket Grunt,27,0,33,0,Aggressive,24,0,1,0,0
3498,46,Middle,PokéMart Seller,78,0,31,0,Unpredictable,4,0,1,0,0
3499,61,Middle,Black Market Dealer,67,0,81,0,Unpredictable,1,0,1,0,0
3500,20,Low,Police Officer,46,0,67,0,Aggressive,14,0,1,0,0
3501,45,Middle,Rocket Grunt,59,0,34,0,Defensive,24,0,1,0,0
3502,46,Low,Researcher,60,0,49,0,Unpredictable,7,0,0,1,1
3503,24,Middle,Nurse,49,0,74,0,Defensive,23,0,1,0,0
3504,18,Low,Police Officer,62,0,52,0,Unpredictable,15,0,1,0,0
3505,42,Low,Biker,66,0,88,0,Aggressive,24,0,0,1,1
3506,10,Middle,Biker,43,0,48,0,Unpredictable,4,0,1,0,0
3507,69,Middle,Underground Battler,82,1,33,0,Unpredictable,3,0,0,1,1
3508,22,Middle,Nurse,23,1,76,0,Unpredictable,29,0,0,1,1
3509,45,Middle,Champion,64,0,59,0,Aggressive,16,0,1,0,0
3510,66,Middle,Nurse,33,1,68,0,Defensive,24,1,1,1,1
3511,60,Middle,Champion,34,0,36,0,Unpredictable,10,0,1,0,0
3512,55,Middle,Underground Battler,75,0,61,0,Defensive,10,0,1,0,0
3513,63,Middle,Police Officer,46,0,39,0,Unpredictable,7,0,1,0,0
3514,18,Low,Underground Battler,84,0,82,0,Aggressive,23,0,1,0,0
3515,70,High,Fisherman,90,0,69,1,Defensive,27,0,0,1,1
3516,19,Low,Breeder,81,0,38,0,Aggressive,23,0,1,0,0
3517,48,Middle,Breeder,25,0,63,0,Defensive,23,0,1,0,0
3518,23,Middle,Daycare Worker,18,0,67,0,Aggressive,5,0,1,0,0
3519,42,Low,Fisherman,29,0,57,0,Defensive,6,0,1,0,0
3520,69,Middle,Fisherman,50,0,82,0,Aggressive,11,0,1,0,0
3521,67,Middle,Daycare Worker,43,0,83,0,Defensive,17,0,1,0,0
3522,56,High,Rocket Grunt,75,0,54,0,Aggressive,21,0,1,0,0
3523,11,Middle,Underground Battler,86,0,64,0,Unpredictable,0,0,1,0,0
3524,63,Low,Rocket Grunt,90,0,33,0,Defensive,10,0,0,1,0
3525,44,Middle,Underground Battler,11,0,76,0,Aggressive,0,0,1,0,0
3526,32,Middle,Casino Worker,26,0,58,0,Defensive,3,0,1,0,0
3527,16,High,Underground Battler,14,0,30,0,Defensive,15,0,0,1,0
3528,51,Middle,Fisherman,26,0,27,0,Defensive,18,0,1,0,0
3529,60,Middle,Breeder,94,0,44,0,Unpredictable,24,0,1,0,0
3530,51,Middle,Casino Worker,42,0,75,0,Defensive,19,0,1,0,0
3531,41,Low,Nurse,15,0,57,0,Unpredictable,24,0,1,0,0
3532,61,Low,Casino Worker,23,0,65,0,Unpredictable,1,0,1,0,0
3533,21,Low,Nurse,84,0,27,0,Unpredictable,3,0,1,0,0
3534,21,Middle,Daycare Worker,52,1,68,0,Unpredictable,11,1,0,1,1
3535,22,Middle,Breeder,81,0,52,0,Unpredictable,1,0,1,0,0
3536,57,Low,Casino Worker,40,0,57,0,Aggressive,16,0,0,1,0
3537,56,High,Researcher,67,0,54,0,Defensive,13,0,1,0,0
3538,46,Low,Gym Leader Assistant,12,0,72,0,Aggressive,10,0,1,0,0
3539,32,Middle,Gym Leader Assistant,15,1,31,0,Unpredictable,21,1,0,1,1
3540,40,Middle,Elite Trainer,6,0,53,0,Defensive,25,0,1,0,0
3541,25,Low,PokéMart Seller,53,0,40,0,Unpredictable,4,0,1,0,0
3542,44,Low,Elite Trainer,13,1,35,1,Aggressive,29,0,1,1,1
3543,69,Middle,Researcher,48,0,70,0,Unpredictable,9,0,1,0,0
3544,59,Middle,Gym Leader Assistant,80,0,57,0,Defensive,23,0,1,0,0
3545,51,Middle,Biker,28,0,49,0,Unpredictable,4,0,1,0,0
3546,16,High,PokéMart Seller,40,0,83,0,Defensive,6,0,1,0,0
3547,25,Middle,Gym Leader Assistant,37,0,62,0,Aggressive,4,0,1,0,0
3548,13,Low,Champion,35,0,74,0,Defensive,10,0,1,0,0
3549,50,Middle,Scientist,71,0,38,0,Defensive,1,0,1,0,0
3550,10,Low,Underground Battler,5,0,35,0,Aggressive,3,0,1,0,0
3551,39,Low,Biker,94,0,25,0,Unpredictable,3,0,1,0,0
3552,13,Middle,Daycare Worker,21,0,56,0,Defensive,7,0,1,0,0
3553,62,Middle,Gym Leader Assistant,74,0,70,0,Defensive,9,0,1,0,0
3554,13,Low,Fisherman,62,0,57,0,Unpredictable,0,0,1,0,0
3555,20,High,Underground Battler,76,0,84,0,Unpredictable,18,0,1,0,0
3556,29,Middle,Daycare Worker,43,0,73,0,Defensive,7,0,1,0,0
3557,52,Middle,Scientist,53,0,81,0,Unpredictable,9,0,1,0,0
3558,24,Low,Gym Leader Assistant,9,0,84,0,Aggressive,17,0,1,0,0
